MP,EDate,ETime,EPrice,XDate,XTime,XPrice,MAE,MAE_P,MAE_bn,MFE,MFE_P,MFE_Bn,FTE,ETD,MAEFE,MAEFE_p,MAEfe_nB,TradeRange,maxL2H,maxH2L,nBars,TradeN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380
1,08/25/2016,08:35,2187.5,08/25/2016,09:08,2181.5,-25,0,2,300,0,31,300,0,0,0,1,0,0,0,34,389,0,37.5,150,125,100,137.5,112.5,112.5,137.5,187.5,212.5,175,162.5,150,137.5,162.5,112.5,112.5,87.5,87.5,75,125,112.5,125,162.5,162.5,125,200,237.5,225,275,262.5,237.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08/30/2016,09:09,2170,08/30/2016,13:17,2177,-350,0,242,12.5,0,1,-350,-362.5,-325,0,242,0,0,0,249,390,-50,-25,-37.5,-12.5,-25,-25,-75,-50,-62.5,-37.5,-112.5,-162.5,-150,-162.5,-137.5,-137.5,-137.5,-137.5,-137.5,-125,-100,-100,-125,-150,-162.5,-225,-237.5,-125,-162.5,-175,-200,-187.5,-187.5,-175,-162.5,-187.5,-137.5,-200,-200,-187.5,-150,-175,-162.5,-200,-212.5,-212.5,-200,-212.5,-175,-187.5,-137.5,-150,-175,-137.5,-150,-112.5,-87.5,-100,-87.5,-100,-112.5,-137.5,-137.5,-150,-150,-150,-175,-162.5,-162.5,-187.5,-175,-150,-162.5,-187.5,-187.5,-162.5,-162.5,-162.5,-187.5,-187.5,-187.5,-175,-162.5,-187.5,-212.5,-212.5,-200,-212.5,-200,-175,-175,-137.5,-162.5,-175,-187.5,-175,-187.5,-175,-162.5,-150,-150,-137.5,-125,-112.5,-100,-125,-100,-112.5,-125,-112.5,-137.5,-112.5,-112.5,-100,-87.5,-62.5,-62.5,-37.5,-37.5,-50,-62.5,-50,-50,-50,-62.5,-75,-62.5,-75,-50,-50,-62.5,-50,-62.5,-50,-50,-75,-87.5,-75,-87.5,-75,-75,-75,-75,-75,-50,-50,-75,-62.5,-50,-62.5,-37.5,-37.5,-25,-62.5,-62.5,-75,-112.5,-100,-125,-112.5,-100,-112.5,-125,-87.5,-125,-112.5,-112.5,-112.5,-125,-112.5,-125,-137.5,-175,-137.5,-137.5,-125,-137.5,-137.5,-125,-112.5,-125,-112.5,-112.5,-112.5,-125,-112.5,-100,-112.5,-125,-125,-125,-162.5,-150,-150,-150,-150,-137.5,-137.5,-137.5,-112.5,-162.5,-137.5,-150,-125,-137.5,-137.5,-162.5,-150,-175,-162.5,-150,-162.5,-162.5,-200,-200,-200,-225,-200,-225,-187.5,-212.5,-187.5,-200,-200,-200,-187.5,-212.5,-212.5,-225,-187.5,-200,-212.5,-225,-237.5,-300,-275,-262.5,-300,-300,-300,-287.5,-325,-300,-325,-312.5,-287.5,-287.5,-337.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08/31/2016,08:33,2163.5,08/31/2016,11:01,2170.5,-350,0,95,112.5,0,25,-350,-462.5,-162.5,0,95,0,0,0,149,391,12.5,25,37.5,-25,25,12.5,-12.5,12.5,37.5,12.5,12.5,37.5,12.5,50,25,-12.5,62.5,87.5,50,62.5,62.5,75,87.5,100,87.5,87.5,62.5,50,37.5,100,75,87.5,75,87.5,87.5,75,25,37.5,75,75,-25,-12.5,-37.5,-25,-12.5,-25,-25,-25,0,25,0,0,25,12.5,0,37.5,37.5,12.5,-37.5,-25,-62.5,-62.5,-150,-162.5,-150,-150,-125,-125,-137.5,-162.5,-150,-112.5,-112.5,-150,-137.5,-137.5,-162.5,-162.5,-150,-137.5,-137.5,-150,-137.5,-150,-162.5,-200,-187.5,-225,-212.5,-200,-200,-175,-175,-262.5,-237.5,-225,-237.5,-225,-250,-212.5,-200,-212.5,-200,-187.5,-200,-200,-225,-237.5,-237.5,-225,-212.5,-212.5,-187.5,-162.5,-150,-162.5,-162.5,-162.5,-175,-175,-162.5,-187.5,-225,-262.5,-250,-225,-200,-200,-212.5,-212.5,-225,-187.5,-175,-175,-175,-175,-175,-200,-187.5,-162.5,-187.5,-175,-175,-175,-237.5,-237.5,-225,-237.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/01/2016,08:52,2160.25,09/01/2016,09:31,2167.25,-350,0,39,125,0,18,-350,-475,-212.5,0,39,0,0,0,40,392,12.5,-12.5,-37.5,-12.5,25,12.5,-25,12.5,12.5,-37.5,-37.5,-37.5,12.5,62.5,-12.5,12.5,75,87.5,87.5,100,25,-12.5,12.5,37.5,12.5,37.5,0,-12.5,-50,-200,-162.5,-137.5,-112.5,-125,-162.5,-212.5,-250,-225,-312.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/07/2016,08:32,2193,09/07/2016,14:51,2191,-212.5,0,175,250,0,60,100,-150,0,0,1,0,0,0,380,393,25,0,37.5,50,37.5,62.5,87.5,137.5,100,175,162.5,150,125,137.5,137.5,125,137.5,150,125,62.5,87.5,75,87.5,75,87.5,87.5,87.5,112.5,112.5,100,150,150,137.5,137.5,100,137.5,150,187.5,137.5,175,187.5,162.5,162.5,187.5,187.5,187.5,175,187.5,150,175,187.5,187.5,175,187.5,212.5,225,212.5,225,225,212.5,212.5,200,162.5,162.5,175,187.5,175,162.5,162.5,162.5,150,162.5,100,75,50,50,0,0,12.5,12.5,25,0,25,25,37.5,50,25,50,37.5,0,37.5,50,37.5,37.5,62.5,62.5,62.5,75,50,12.5,25,37.5,-12.5,12.5,-25,-62.5,-62.5,-50,-87.5,-62.5,-100,-75,-87.5,-87.5,-87.5,-62.5,-62.5,-50,-75,-75,-87.5,-62.5,-62.5,-50,-62.5,-62.5,-50,-62.5,-37.5,-25,-37.5,-50,-50,-62.5,-62.5,-100,-75,-75,-87.5,-50,-50,-50,-62.5,-75,-50,-62.5,-37.5,-25,-12.5,-25,-25,-25,-37.5,-37.5,0,0,-12.5,-25,-37.5,-50,-50,-87.5,-75,-75,-75,-100,-100,-137.5,-137.5,-137.5,-125,-112.5,-137.5,-137.5,-212.5,-187.5,-175,-150,-150,-150,-150,-150,-162.5,-137.5,-162.5,-162.5,-150,-125,-112.5,-112.5,-112.5,-112.5,-75,-62.5,-62.5,-62.5,-62.5,-75,-87.5,-87.5,-100,-100,-87.5,-87.5,-112.5,-100,-100,-100,-112.5,-112.5,-137.5,-100,-75,-62.5,-50,-37.5,-37.5,-37.5,-37.5,-12.5,-25,-50,-50,-37.5,-50,-37.5,-37.5,-25,-12.5,0,-12.5,-37.5,-25,-25,-25,-37.5,-37.5,-25,-25,-25,-12.5,0,-12.5,-25,-50,-25,-37.5,-37.5,-25,-25,-12.5,-12.5,12.5,25,25,37.5,25,12.5,0,0,0,-12.5,0,12.5,25,12.5,12.5,-12.5,-12.5,-25,-25,-12.5,12.5,0,37.5,12.5,-12.5,12.5,0,25,87.5,62.5,87.5,100,100,75,75,75,75,87.5,100,87.5,87.5,87.5,75,75,75,75,75,75,62.5,50,25,25,37.5,12.5,25,50,37.5,75,62.5,62.5,75,50,75,75,75,87.5,100,100,112.5,112.5,112.5,87.5,100,87.5,75,62.5,75,87.5,87.5,100,112.5,125,125,150,100,125,100,100,100,125,125,137.5,125,125,137.5,125,137.5,125,137.5,112.5,137.5,150,125,137.5,125,112.5,100,87.5,100,100,100,112.5,112.5,100,112.5,100,75,100,112.5,125,112.5,100,112.5,100,87.5,87.5,100,100
1,09/08/2016,08:32,2190,09/08/2016,14:51,2188.25,-175,0,40,225,0,105,87.5,-137.5,-75,0,40,0,0,0,380,394,50,62.5,62.5,75,12.5,-12.5,50,0,-37.5,-12.5,0,50,0,62.5,50,62.5,50,0,-37.5,-87.5,-100,-50,-37.5,-87.5,-87.5,-62.5,-75,-62.5,-75,-75,-62.5,0,-12.5,12.5,-12.5,-50,-50,-50,-50,-162.5,-137.5,-87.5,-50,-50,-50,-37.5,-12.5,-37.5,-37.5,-25,-50,-50,-12.5,-50,-62.5,-62.5,-75,-37.5,-50,-12.5,-37.5,-50,-12.5,50,125,137.5,137.5,100,112.5,100,75,75,62.5,50,12.5,50,37.5,37.5,25,12.5,37.5,37.5,12.5,37.5,50,37.5,62.5,37.5,37.5,150,100,25,75,75,150,137.5,125,125,162.5,175,200,187.5,175,187.5,225,175,162.5,162.5,137.5,137.5,137.5,137.5,125,137.5,137.5,150,137.5,137.5,125,112.5,112.5,112.5,100,125,75,75,50,50,37.5,50,62.5,75,62.5,62.5,62.5,25,50,62.5,100,125,137.5,100,112.5,125,112.5,100,112.5,112.5,125,125,100,125,125,112.5,100,125,112.5,100,50,37.5,37.5,25,25,37.5,62.5,12.5,37.5,62.5,62.5,50,62.5,37.5,62.5,87.5,87.5,62.5,75,0,37.5,-12.5,-25,-25,0,25,0,12.5,25,37.5,37.5,12.5,12.5,37.5,50,25,25,25,37.5,37.5,37.5,25,12.5,25,37.5,50,62.5,62.5,50,37.5,50,37.5,50,12.5,12.5,12.5,12.5,0,0,25,25,12.5,12.5,12.5,12.5,0,-12.5,-25,-12.5,-25,-12.5,-25,-12.5,0,0,-12.5,-25,-12.5,-12.5,-12.5,-25,-50,-75,-37.5,-37.5,-50,-50,-50,-50,-62.5,-50,-50,-37.5,-62.5,-62.5,-75,-87.5,-75,-87.5,-112.5,-112.5,-125,-112.5,-62.5,-37.5,-50,-50,-37.5,-37.5,-25,-12.5,0,-37.5,-37.5,-50,-37.5,-37.5,-37.5,-37.5,-25,-50,-37.5,-37.5,-25,-25,-50,-25,-62.5,-50,-50,-12.5,0,37.5,62.5,62.5,62.5,50,75,50,-12.5,0,0,12.5,0,0,12.5,0,12.5,25,0,0,12.5,12.5,37.5,62.5,62.5,50,50,75,87.5,100,75,75,75,87.5,87.5,75,87.5,100,112.5,100,100,87.5,100,100,62.5,62.5,37.5,75,62.5,50,75,75,62.5,62.5,75,87.5,100,75,50,75,37.5,50,50,75,75,62.5,62.5,50,75,50,50,62.5,50,50,50,37.5,75,75,87.5,100,100,125,100,112.5,112.5,75,75,62.5,62.5,75,87.5
1,09/13/2016,08:32,2133.25,09/13/2016,09:02,2140.25,-350,0,30,275,0,10,-350,-625,-12.5,0,5,0,0,0,31,395,62.5,25,87.5,25,-62.5,-37.5,62.5,137.5,225,237.5,212.5,125,87.5,37.5,25,87.5,50,-37.5,-62.5,-75,-112.5,-125,-187.5,-137.5,-212.5,-187.5,-200,-212.5,-262.5,-262.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/14/2016,08:51,2145.25,09/14/2016,09:06,2139.25,-100,0,5,300,0,13,300,0,-62.5,0,5,0,0,0,16,396,-25,-50,-50,-87.5,12.5,-12.5,50,150,187.5,175,175,237.5,237.5,225,212.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/16/2016,08:32,2129.75,09/16/2016,12:46,2136.75,-350,0,37,125,0,78,-350,-475,-237.5,0,37,0,0,0,255,397,-50,-50,-50,-50,-137.5,-75,-100,-50,-62.5,-37.5,-75,-100,-112.5,-25,-62.5,-25,0,-12.5,-25,-87.5,-50,-87.5,-125,-112.5,-87.5,-50,-12.5,-75,-25,-62.5,-175,-187.5,-187.5,-187.5,-200,-300,-337.5,-312.5,-262.5,-275,-275,-300,-312.5,-262.5,-262.5,-250,-175,-162.5,-187.5,-200,-212.5,-237.5,-175,-225,-325,-300,-225,-300,-212.5,-187.5,-137.5,-162.5,-200,-187.5,-150,-200,-187.5,-175,-37.5,-87.5,0,12.5,12.5,37.5,87.5,50,112.5,62.5,50,0,25,37.5,50,25,0,12.5,-50,-50,-112.5,-87.5,-137.5,-137.5,-175,-150,-150,-162.5,-125,-137.5,-187.5,-175,-150,-100,-112.5,-125,-87.5,-112.5,-175,-187.5,-187.5,-137.5,-112.5,-75,-137.5,-125,-125,-137.5,-125,-137.5,-162.5,-137.5,-150,-175,-187.5,-150,-112.5,-37.5,-50,-62.5,-62.5,-62.5,-75,-50,-12.5,-37.5,-50,25,0,0,-12.5,-37.5,-25,-50,-50,-37.5,-62.5,-87.5,-37.5,-37.5,-37.5,-50,-62.5,12.5,-37.5,-25,-12.5,50,50,50,75,62.5,37.5,50,0,12.5,25,0,37.5,50,25,50,37.5,37.5,50,75,75,87.5,87.5,25,37.5,75,25,0,12.5,0,-12.5,25,12.5,0,12.5,-87.5,-62.5,-62.5,-62.5,-50,-75,-62.5,-62.5,12.5,-25,-75,-37.5,-12.5,-25,-12.5,-25,-62.5,-50,-62.5,-87.5,-87.5,-75,-75,-37.5,-37.5,-62.5,-100,-87.5,-125,-100,-87.5,-75,-87.5,-137.5,-150,-112.5,-150,-125,-112.5,-125,-100,-150,-112.5,-100,-100,-125,-100,-112.5,-150,-150,-137.5,-137.5,-162.5,-175,-212.5,-225,-237.5,-175,-200,-212.5,-200,-187.5,-237.5,-237.5,-287.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/23/2016,08:45,2163,09/23/2016,13:00,2170,-350,0,248,112.5,0,81,-350,-462.5,-225,0,248,0,0,0,256,398,12.5,-25,0,-37.5,-37.5,-12.5,12.5,-25,-50,-50,-25,12.5,12.5,0,25,-12.5,12.5,25,25,25,50,0,-12.5,-37.5,0,-25,-37.5,-37.5,-37.5,-25,12.5,37.5,-12.5,-25,-12.5,-12.5,-12.5,0,0,12.5,62.5,50,37.5,50,50,25,75,50,25,12.5,-12.5,25,37.5,0,0,0,12.5,25,50,62.5,87.5,75,100,75,75,75,62.5,50,62.5,62.5,62.5,25,25,62.5,62.5,37.5,37.5,25,25,62.5,100,62.5,87.5,62.5,62.5,37.5,50,25,50,50,50,50,37.5,0,0,25,12.5,25,12.5,-37.5,0,0,-12.5,12.5,25,12.5,62.5,75,62.5,62.5,62.5,62.5,62.5,100,100,100,87.5,62.5,62.5,87.5,87.5,87.5,62.5,62.5,37.5,12.5,0,-12.5,-37.5,-12.5,0,-25,-75,-75,-62.5,-50,-62.5,-50,-62.5,-50,-25,-37.5,-62.5,-50,-75,-75,-37.5,-12.5,-12.5,-50,-50,-62.5,-50,-12.5,-25,-25,-12.5,-37.5,-25,0,0,-12.5,0,0,0,0,-12.5,12.5,12.5,12.5,12.5,-12.5,-12.5,-50,-50,-37.5,-37.5,-25,-25,-12.5,-25,-50,-50,-62.5,-75,-87.5,-75,-25,-50,-37.5,-12.5,-50,-37.5,-37.5,-37.5,-50,-62.5,-87.5,-62.5,-62.5,-62.5,-75,-100,-112.5,-137.5,-125,-137.5,-162.5,-162.5,-150,-150,-125,-150,-162.5,-162.5,-150,-112.5,-125,-137.5,-125,-150,-137.5,-112.5,-100,-112.5,-112.5,-137.5,-125,-125,-125,-125,-150,-125,-137.5,-150,-162.5,-162.5,-187.5,-200,-187.5,-175,-187.5,-175,-225,-212.5,-250,-300,-312.5,-287.5,-275,-287.5,-287.5,-262.5,-262.5,-275,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/27/2016,08:32,2160.25,09/27/2016,08:41,2154.25,-62.5,0,3,300,0,8,300,0,-12.5,0,3,0,0,0,10,399,12.5,-12.5,0,75,200,187.5,162.5,237.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09/29/2016,08:35,2185.5,09/29/2016,09:03,2179.5,-12.5,0,1,300,0,28,300,0,0,0,1,0,0,0,29,400,12.5,62.5,75,125,87.5,50,25,62.5,37.5,75,62.5,125,100,100,125,62.5,100,100,87.5,112.5,100,100,137.5,125,150,150,175,212.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10/03/2016,08:32,2168.5,10/03/2016,14:51,2167.75,-325,0,178,175,0,81,37.5,-137.5,-150,0,17,0,0,0,380,401,-50,-50,-25,12.5,37.5,-12.5,-62.5,-37.5,-25,-62.5,-25,-25,-62.5,-137.5,-112.5,-150,-175,-162.5,-200,-187.5,-162.5,-125,-162.5,-112.5,-125,-137.5,-112.5,-137.5,-125,-37.5,62.5,12.5,-37.5,-25,-137.5,-137.5,-62.5,-87.5,-37.5,-75,-37.5,-50,-25,-12.5,-112.5,-37.5,-62.5,-62.5,-50,-50,-100,-100,-87.5,-75,-87.5,0,-12.5,-87.5,-100,-100,-12.5,37.5,12.5,25,-12.5,-25,37.5,25,37.5,12.5,12.5,12.5,37.5,75,62.5,75,25,50,100,150,100,75,87.5,75,100,50,50,62.5,37.5,25,12.5,25,0,-25,-50,-37.5,-37.5,-25,-25,-75,-37.5,-37.5,-12.5,-12.5,-50,-37.5,-87.5,-87.5,-75,-50,-75,-37.5,-25,-50,-25,-12.5,-12.5,-62.5,-50,-62.5,-37.5,-37.5,-50,-50,-50,-62.5,-100,-125,-137.5,-112.5,-125,-75,-62.5,-62.5,-75,-87.5,-100,-100,-162.5,-212.5,-200,-200,-212.5,-250,-225,-187.5,-187.5,-137.5,-175,-137.5,-125,-162.5,-150,-175,-137.5,-100,-112.5,-87.5,-137.5,-125,-150,-150,-137.5,-162.5,-200,-212.5,-200,-200,-187.5,-212.5,-225,-275,-262.5,-275,-250,-275,-300,-300,-250,-275,-300,-275,-287.5,-275,-225,-237.5,-262.5,-250,-262.5,-212.5,-262.5,-237.5,-225,-200,-225,-187.5,-212.5,-212.5,-187.5,-187.5,-187.5,-175,-150,-175,-200,-187.5,-187.5,-150,-112.5,-125,-137.5,-137.5,-150,-187.5,-175,-175,-175,-187.5,-162.5,-250,-225,-237.5,-175,-125,-162.5,-162.5,-187.5,-187.5,-175,-137.5,-137.5,-125,-112.5,-87.5,-100,-112.5,-125,-112.5,-125,-137.5,-125,-150,-125,-50,-100,-87.5,-112.5,-100,-125,-87.5,-125,-112.5,-112.5,-162.5,-137.5,-125,-125,-162.5,-125,-112.5,-112.5,-162.5,-175,-150,-125,-100,-100,-87.5,-75,-50,-25,0,12.5,0,-25,0,0,-12.5,-25,-37.5,-37.5,-75,-62.5,-50,-37.5,-62.5,-50,-62.5,-75,-62.5,-62.5,-50,-50,-12.5,12.5,-12.5,-12.5,-37.5,-37.5,-50,-37.5,-37.5,0,-25,-25,-50,-75,-100,-125,-87.5,-112.5,-137.5,-112.5,-112.5,-112.5,-137.5,-137.5,-125,-150,-150,-162.5,-175,-150,-162.5,-175,-212.5,-175,-125,-100,-112.5,-125,-137.5,-125,-162.5,-150,-150,-150,-125,-137.5,-125,-112.5,-125,-100,-75,-87.5,-100,-87.5,-87.5,-50,-62.5,-75,-87.5,-87.5,-125,-75,-100,-87.5,-87.5,-112.5,-87.5,-62.5,-62.5,-37.5,-25,-12.5,-12.5,37.5,37.5,12.5,25,100,112.5,87.5,75,87.5,62.5,50,25,37.5,37.5
1,10/06/2016,08:35,2174.5,10/06/2016,10:52,2168.5,-275,0,97,300,0,135,300,0,-187.5,0,97,0,0,0,138,402,-50,-75,-125,-100,-75,-75,-112.5,-100,-87.5,-100,-62.5,-62.5,-62.5,-87.5,-50,-87.5,-162.5,-137.5,-137.5,-162.5,-162.5,-162.5,-137.5,-112.5,-87.5,-100,-100,-112.5,-100,-75,-62.5,-75,-100,-112.5,-137.5,-137.5,-87.5,-100,-125,-112.5,-75,-100,-87.5,-100,-75,-25,-62.5,-87.5,-100,-75,-62.5,-62.5,-87.5,-50,-50,-62.5,-75,-75,-125,-137.5,-112.5,-112.5,-112.5,-75,-75,-75,-62.5,-50,-87.5,-62.5,-50,-37.5,-50,-50,-75,-50,-75,-62.5,-75,-75,-75,-87.5,-87.5,-50,-62.5,-75,-75,-75,-87.5,-125,-112.5,-112.5,-125,-175,-237.5,-262.5,-225,-237.5,-212.5,-225,-225,-212.5,-225,-200,-200,-212.5,-200,-187.5,-175,-187.5,-150,-62.5,-50,-62.5,-50,0,0,-12.5,-37.5,-25,-62.5,-62.5,-50,-62.5,-50,-25,-25,-62.5,-62.5,-62.5,-62.5,-37.5,-12.5,150,175,162.5,225,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10/12/2016,08:33,2156.75,10/12/2016,09:29,2150.75,-237.5,0,9,300,0,56,300,0,-137.5,0,9,0,0,0,57,403,12.5,-75,-87.5,-137.5,-125,-137.5,-125,-150,-187.5,-225,-175,-225,-187.5,-162.5,-150,-150,-162.5,-150,-175,-125,-125,-37.5,-25,37.5,37.5,0,12.5,87.5,75,75,100,150,137.5,137.5,112.5,112.5,87.5,75,100,37.5,87.5,62.5,112.5,125,162.5,137.5,87.5,75,75,137.5,125,112.5,125,150,237.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
