MP,EDate,ETime,EPrice,XDate,XTime,XPrice,
1,04/12/2017,08:32,2367.25,04/12/2017,10:51,2360.25,
1,04/18/2017,08:32,2357.50,04/18/2017,08:40,2363.50,
1,05/08/2017,08:38,2416.75,05/08/2017,14:51,2414.50,
1,05/10/2017,08:32,2412.75,05/10/2017,14:51,2417.75,
1,05/11/2017,08:40,2412.00,05/11/2017,08:56,2405.00,
1,05/12/2017,08:37,2409.00,05/12/2017,14:51,2409.00,
1,07/06/2017,08:39,2443.50,07/06/2017,09:06,2436.50,
1,07/10/2017,08:32,2444.00,07/10/2017,09:53,2450.00,
1,07/11/2017,08:36,2446.50,07/11/2017,10:25,2439.50,
1,07/17/2017,08:33,2479.00,07/17/2017,14:51,2480.50,
1,07/21/2017,08:37,2488.75,07/21/2017,14:51,2492.75,
1,07/24/2017,08:32,2492.00,07/24/2017,14:51,2494.25,
1,07/28/2017,08:35,2489.50,07/28/2017,14:51,2493.75,
1,08/03/2017,08:36,2496.00,08/03/2017,14:51,2493.50,
1,08/08/2017,08:40,2497.25,08/08/2017,09:45,2503.25,
1,08/10/2017,08:32,2484.00,08/10/2017,09:04,2477.00,
1,08/21/2017,08:33,2447.25,08/21/2017,09:22,2440.25,
1,08/30/2017,08:35,2467.75,08/30/2017,09:36,2473.75,
1,09/08/2017,08:32,2484.00,09/08/2017,10:03,2490.00,
1,09/13/2017,08:32,2515.25,09/13/2017,14:51,2519.50,
1,09/14/2017,08:36,2515.75,09/14/2017,10:16,2521.75,
1,09/15/2017,09:07,2516.50,09/15/2017,09:55,2522.50,
1,09/21/2017,08:37,2528.25,09/21/2017,14:51,2526.00,
1,09/25/2017,09:41,2520.50,09/25/2017,10:02,2513.50,
1,09/28/2017,09:19,2526.00,09/28/2017,10:44,2532.00,
1,09/29/2017,08:52,2531.50,09/29/2017,09:40,2537.50,
1,10/06/2017,09:42,2569.25,10/06/2017,14:51,2571.25,
1,10/11/2017,08:54,2572.75,10/11/2017,14:21,2578.75,
1,10/12/2017,08:38,2574.00,10/12/2017,14:51,2573.50,
1,10/17/2017,09:35,2579.50,10/17/2017,14:51,2582.75,
1,10/25/2017,08:46,2588.50,10/25/2017,09:39,2581.50,
1,10/30/2017,10:33,2597.00,10/30/2017,14:51,2597.00,
1,11/08/2017,08:36,2609.25,11/08/2017,11:55,2615.25,
1,11/10/2017,08:37,2601.75,11/10/2017,14:03,2607.75,
1,11/14/2017,08:37,2598.00,11/14/2017,09:06,2591.00,
1,11/15/2017,08:32,2590.25,11/15/2017,08:40,2583.25,
1,11/17/2017,08:46,2605.50,11/17/2017,14:51,2603.50,
1,01/08/2018,08:38,2762.25,01/08/2018,12:09,2768.25,
1,01/18/2018,08:32,2823.25,01/18/2018,08:39,2829.25,
1,01/29/2018,08:34,2888.25,01/29/2018,08:43,2894.25,
1,02/01/2018,08:32,2838.00,02/01/2018,08:35,2844.00,
1,02/07/2018,08:32,2709.25,02/07/2018,08:36,2715.25,
1,02/13/2018,08:32,2659.50,02/13/2018,08:32,2665.50,
1,02/20/2018,09:34,2742.75,02/20/2018,10:05,2748.75,
1,02/27/2018,08:32,2803.00,02/27/2018,09:14,2809.00,
1,03/01/2018,08:37,2735.00,03/01/2018,08:43,2728.00,
1,03/05/2018,09:15,2698.00,03/05/2018,09:24,2704.00,
1,03/20/2018,09:12,2737.25,03/20/2018,09:31,2743.25,
1,03/21/2018,08:32,2736.75,03/21/2018,10:34,2742.75,
1,05/17/2018,08:32,2736.50,05/17/2018,09:08,2742.50,
1,05/18/2018,08:36,2732.50,05/18/2018,14:51,2733.00,
1,05/24/2018,08:32,2743.50,05/24/2018,08:51,2736.50,
1,05/25/2018,08:35,2737.00,05/25/2018,09:16,2743.00,
1,05/31/2018,08:32,2734.75,05/31/2018,09:50,2727.75,
1,07/16/2018,08:32,2816.25,07/16/2018,14:51,2813.50,
1,07/19/2018,08:49,2822.25,07/19/2018,08:57,2815.25,
1,07/20/2018,08:32,2816.75,07/20/2018,09:33,2822.75,
1,08/01/2018,08:33,2832.75,08/01/2018,09:24,2838.75,
1,08/06/2018,08:32,2852.25,08/06/2018,09:57,2858.25,
1,08/08/2018,08:32,2870.25,08/08/2018,14:32,2876.25,
1,08/13/2018,10:18,2850.25,08/13/2018,10:53,2843.25,
1,08/17/2018,08:32,2852.50,08/17/2018,08:40,2858.50,
1,08/23/2018,10:20,2872.75,08/23/2018,14:51,2871.25,
1,08/30/2018,08:40,2922.00,08/30/2018,13:24,2915.00,
1,08/31/2018,10:49,2910.75,08/31/2018,14:51,2914.00,
1,09/05/2018,08:32,2905.50,09/05/2018,09:15,2898.50,
1,09/12/2018,08:32,2901.25,09/12/2018,09:36,2894.25,
1,09/17/2018,08:32,2917.75,09/17/2018,09:53,2910.75,
1,09/19/2018,09:19,2919.50,09/19/2018,10:09,2925.50,
1,10/02/2018,08:39,2936.25,10/02/2018,10:44,2942.25,
1,10/08/2018,08:32,2889.75,10/08/2018,08:45,2895.75,
1,10/09/2018,08:32,2893.75,10/09/2018,09:01,2899.75,
1,10/10/2018,08:32,2886.50,10/10/2018,08:39,2879.50,
1,02/06/2019,08:40,2735.25,02/06/2019,09:24,2728.25,
1,02/18/2019,11:37,2781.00,02/18/2019,12:00,2783.75,
1,02/21/2019,08:36,2782.00,02/21/2019,09:13,2775.00,
1,02/28/2019,08:33,2793.50,02/28/2019,11:24,2799.50,
1,03/06/2019,08:33,2794.50,03/06/2019,08:54,2787.50,
1,03/14/2019,08:32,2814.25,03/14/2019,10:51,2820.25,
1,03/18/2019,10:34,2828.75,03/18/2019,11:54,2834.75,
1,03/22/2019,08:47,2844.50,03/22/2019,08:53,2837.50,
1,04/04/2019,09:31,2877.50,04/04/2019,14:51,2881.50,
1,04/08/2019,08:32,2890.25,04/08/2019,13:09,2896.25,
1,04/09/2019,08:32,2886.00,04/09/2019,14:27,2879.00,
1,04/15/2019,08:32,2911.25,04/15/2019,09:31,2904.25,
1,04/24/2019,08:32,2934.75,04/24/2019,14:51,2935.25,
1,04/25/2019,08:32,2927.50,04/25/2019,08:44,2920.50,
